,Time,Fre_SG_Hz,Fre_GFM_Hz,Fre_GFL_Hz,Po_SG_MVA,Po_GFM_MVA,Po_GFL_MVA,Total_MVA,Vo_SG_PU,Vo_GFM_PU,Vo_GFL_PU,SCL_SG_MVA,SCL_GFM_MVA,SCL_GFL_MVA
234,22.575,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
235,22.585,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
236,22.595,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
237,22.615,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
238,22.625,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
239,22.635,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
240,22.645,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
241,22.655,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
242,22.665,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
243,22.675,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
244,22.685,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
245,22.695,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
246,22.715,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
247,22.725,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
248,22.735,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
249,22.745,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
250,22.755,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
251,22.765,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
252,22.775,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
253,22.785,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
254,22.795,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
255,22.815,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
256,22.825,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
257,22.835,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
258,22.845,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
259,22.855,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
260,22.865,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
261,22.875,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
262,22.885,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
263,22.895,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
264,22.915,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
265,22.925,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
266,22.935,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
267,22.945,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
268,22.955,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
269,22.965,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
270,22.975,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
271,22.985,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
272,22.995,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
273,23.015,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.993,1.0,0.999,50.0,22.0,24.0
274,23.025,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
